invoice_no,transaction_date,customer_id,description,category,order_city,state,order_postal,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_costs,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
565915,9/7/2021 15:52,15752,Earth Rated Dog Poop Bags,Disposables,wesley chapel,NC,28104-8900,East,35.0071,-80.6745,1,4,7.48,4,1.0,4,7.48,3.48,3.48
565915,9/7/2021 15:52,15752,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,wesley chapel,NC,28104-8900,East,35.0071,-80.6745,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
565915,9/7/2021 15:52,15752,Pet Hair Remover,Grooming,wesley chapel,NC,28104-8900,East,35.0071,-80.6745,1,5,6.48,5,1.0,5,6.48,1.48,1.48
565916,9/7/2021 16:00,14156,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,titusville,FL,32780-6366,East,28.6122,-80.8076,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
565916,,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,1,10,11.7,10,1.0,10,11.7,1.7,1.7
565917,9/7/2021 16:15,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
565917,9/7/2021 16:15,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,25.74,9,1.0,9,25.74,16.74,16.74
565917,9/7/2021 16:15,,Pet Grooming Brush,Grooming,,,,,,,1,5,20.78,5,1.0,5,20.78,15.78,15.78
565917,9/7/2021 16:15,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
565917,9/7/2021 16:15,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,34.74,5,1.0,5,34.74,29.74,29.74
565917,9/7/2021 16:15,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,44.74,5,1.0,5,44.74,39.74,39.74
565919,9/7/2021 16:48,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
565919,9/7/2021 16:48,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,16.78,6,1.0,6,16.78,10.78,10.78
565919,9/7/2021 16:48,,Pet Grooming Brush,Grooming,,,,,,,1,5,20.78,5,1.0,5,20.78,15.78,15.78
565919,9/7/2021 16:48,,Templation Soft Cat Treats,Pet Food,,,,,,,1,6,18.78,6,1.0,6,18.78,12.78,12.78
565920,9/8/2021 8:56,15298,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,east tawas,MI,48730-9434,Central,44.2795,-83.4903,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
565920,9/8/2021 8:56,15298,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,east tawas,MI,48730-9434,Central,44.2795,-83.4903,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
565920,9/8/2021 8:56,15298,ProBiotic Supplements for Dogs,Supplements,east tawas,MI,48730-9434,Central,44.2795,-83.4903,2,7,,11.9,0.8,11.2,,,
565920,9/8/2021 8:56,15298,Sheba Perfect Portions Pat Wet Cat Food,Food,east tawas,MI,48730-9434,Central,44.2795,-83.4903,6,2.5,2.6,11.25,0.5,7.5,15.6,4.35,8.1
565922,9/8/2021 9:51,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,6,4,6.14,18.0,0.5,12.0,36.84,18.84,24.84
565923,9/8/2021 10:00,17567,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,houston,TX,77025-5209,Central,29.7589,-95.3677,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
565928,9/8/2021 10:09,,Dog and Puppy Pads,Disposables,,,,,,,1,5,11.7,5,1.0,5,11.7,6.7,6.7
565928,9/8/2021 10:09,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
565928,9/8/2021 10:09,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,1,10,11.7,10,1.0,10,11.7,1.7,1.7
565928,9/8/2021 10:09,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,10.5,5,1.0,5,10.5,5.5,5.5
565928,9/8/2021 10:09,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,41.5,20,1.0,20,41.5,21.5,21.5
565928,9/8/2021 10:09,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,9.7,5,1.0,5,9.7,4.7,4.7
565931,9/8/2021 10:35,12683,Rechargeable Pet Nail Grinder,Grooming,bakersfield,CA,93304-5519,West,35.3739,-119.0195,1,5,10.5,5,1.0,5,10.5,5.5,5.5
565932,9/8/2021 10:35,16418,Pet Hair Remover,Grooming,new york,NY,10023-7133,East,40.7648,-73.9808,1,5,6.48,5,1.0,5,6.48,1.48,1.48
565934,9/8/2021 10:45,,Dog and Puppy Pads,Disposables,,,,,,,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
565934,9/8/2021 10:45,18222,Pet Odor Eliminator,Cleanig Supplies,neshkoro,WI,54960-8708,Central,43.9658,-89.2176,4,4,6.14,12.4,0.6,9.6,24.56,12.16,14.96
565971,9/8/2021 11:27,13571,Earth Rated Dog Poop Bags,Disposables,windsor,CO,80550,Central,40.4775,-104.9014,1,4,7.48,4,1.0,4,7.48,3.48,3.48
565971,9/8/2021 11:27,13571,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,windsor,CO,80550,Central,40.4775,-104.9014,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
565971,9/8/2021 11:27,13571,Pet Hair Remover,Grooming,windsor,CO,80550,Central,40.4775,-104.9014,1,5,6.48,5,1.0,5,6.48,1.48,1.48
565971,9/8/2021 11:27,13571,Sheba Perfect Portions Pat Wet Cat Food,Food,windsor,CO,80550,Central,40.4775,-104.9014,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
565967,9/8/2021 11:27,14646,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,chicago,IL,60657-5473,Central,41.8756,-87.6244,4,6,4.48,18.6,0.6,14.4,17.92,-0.679999999999996,3.52
565990,,13577,Earth Rated Dog Poop Bags,Disposables,denver,CO,80207-3812,Central,39.7348,-104.9653,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
565990,9/8/2021 11:44,13577,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,denver,CO,80207-3812,Central,39.7348,-104.9653,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
565990,9/8/2021 11:44,13577,Pet Hair Remover,Grooming,denver,CO,80207-3812,Central,39.7348,-104.9653,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
,9/8/2021 11:46,13013,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,newark,CA,94560-5326,West,37.5297,-122.0402,2,5,17.5,8.5,0.8,8.0,35.0,26.5,27.0
565995,9/8/2021 11:48,16076,Pet Grooming Brush,Grooming,north brunswick,NJ,08902-4568,East,40.454,-74.482,1,5,5.9,5,1.0,5,5.9,0.9,0.9
565995,9/8/2021 11:48,16076,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,north brunswick,NJ,08902-4568,East,40.454,-74.482,1,10,11.7,10,1.0,10,11.7,1.7,1.7
565995,9/8/2021 11:48,16076,Rechargeable Pet Nail Grinder,Grooming,north brunswick,NJ,08902-4568,East,40.454,-74.482,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566008,9/8/2021 12:04,16426,Earth Rated Dog Poop Bags,Disposables,new york,NY,10024-3720,East,40.7648,-73.9808,1,4,7.48,4,1.0,4,7.48,3.48,3.48
566008,9/8/2021 12:04,16426,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,new york,NY,10024-3720,East,40.7648,-73.9808,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
566013,9/8/2021 12:16,17004,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,middletown,PA,17057-5962,East,40.1998,-76.7311,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
566013,9/8/2021 12:16,17004,Pet Hair Remover,Grooming,middletown,PA,17057-5962,East,40.1998,-76.7311,4,5,6.48,15.5,0.6,12.0,25.92,10.42,13.92
566018,9/8/2021 12:42,13137,Earth Rated Dog Poop Bags,Disposables,sacramento,CA,95820-3409,West,38.4732,-121.2981,1,4,7.48,4,1.0,4,7.48,3.48,3.48
566018,9/8/2021 12:42,13137,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,sacramento,CA,95820-3409,West,38.4732,-121.2981,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
566018,9/8/2021 12:42,13137,Pet Grooming Brush,Grooming,sacramento,CA,95820-3409,West,38.4732,-121.2981,1,5,5.9,5,1.0,5,5.9,0.9,0.9
566018,9/8/2021 12:42,13137,Pet Hair Remover,Grooming,sacramento,CA,95820-3409,West,38.4732,-121.2981,1,5,6.48,5,1.0,5,6.48,1.48,1.48
566019,9/8/2021 12:44,17243,NexGard Chew for Dogs,Food,sturgis,SD,57785-2936,Central,44.4097,-103.5091,1,7,17.7,7,1.0,7,17.7,10.7,10.7
566023,9/8/2021 12:48,12955,Pet Odor Eliminator,Cleanig Supplies,los angeles,CA,90068,West,34.0544,-118.2439,8,4,6.14,23.6,0.4,12.8,49.12,25.52,36.32
566024,9/8/2021 12:51,13871,Earth Rated Dog Poop Bags,Disposables,miami,FL,33132-1755,East,25.7743,-80.1937,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
566024,9/8/2021 12:51,13871,Pet Hair Remover,Grooming,miami,FL,33132-1755,East,25.7743,-80.1937,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
,,13871,UltraSound Dog Barking Deterrent,Electronics,miami,FL,33132-1755,East,25.7743,-80.1937,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566027,9/8/2021 12:57,15618,Pet Odor Eliminator,Cleanig Supplies,advance,NC,27006-8543,East,35.9412,-80.4092,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
566033,9/8/2021 13:07,16031,Sheba Perfect Portions Pat Wet Cat Food,Food,leonardo,NJ,07737-1675,East,40.4173,-74.0621,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
566035,9/8/2021 13:17,12839,Pet Hair Remover,Grooming,hacienda hts.,CA,91745,West,,,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566035,9/8/2021 13:17,12839,Sheba Perfect Portions Pat Wet Cat Food,Food,hacienda hts.,CA,91745,West,,,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
566040,9/8/2021 13:38,12540,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,hot springs,AR,71901-9600,Central,34.5038,-93.0552,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566039,9/8/2021 13:38,14223,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,greensboro,GA,30642-5414,East,33.5757,-83.1824,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566042,9/8/2021 13:53,17811,UltraSound Dog Barking Deterrent,Electronics,chesapeake,VA,23320-5202,East,36.7184,-76.2467,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566043,9/8/2021 13:54,13769,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,fernandina beach,FL,32034,East,30.6697,-81.4626,1,5,17.5,5,1.0,5,17.5,12.5,12.5
566043,9/8/2021 13:54,13769,Dog and Puppy Pads,Disposables,fernandina beach,FL,32034,East,30.6697,-81.4626,1,5,11.7,5,1.0,5,11.7,6.7,6.7
566048,9/8/2021 14:21,16558,Pet Hair Remover,Grooming,webster,NY,14580-1479,East,43.2123,-77.43,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566048,9/8/2021 14:21,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566048,9/8/2021 14:21,16558,Rechargeable Pet Nail Grinder,Grooming,webster,NY,14580-1479,East,43.2123,-77.43,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566049,9/8/2021 14:28,15730,UltraSound Dog Barking Deterrent,Electronics,rockingham,NC,28379,East,34.9393,-79.7739,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566050,9/8/2021 14:35,13854,Pet Odor Eliminator,Cleanig Supplies,longwood,FL,32779-3072,East,28.7008,-81.3466,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
566050,9/8/2021 14:35,13854,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,longwood,FL,32779-3072,East,28.7008,-81.3466,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
566053,9/8/2021 14:57,14410,Rechargeable Pet Nail Grinder,Grooming,addison,IL,60101-3452,Central,41.9317,-87.989,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566057,9/8/2021 15:16,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,17.5,5,1.0,5,17.5,12.5,12.5
566060,9/8/2021 15:27,,Dog and Puppy Pads,Disposables,,,,,,,1,5,28.74,5,1.0,5,28.74,23.74,23.74
566060,,,Earth Rated Dog Poop Bags,Disposables,,,,,,,2,4,19.78,6.8,0.8,6.4,39.56,32.76,33.16
566060,9/8/2021 15:27,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,25.74,9,1.0,9,25.74,16.74,16.74
566060,9/8/2021 15:27,,NexGard Chew for Dogs,Food,,,,,,,1,7,69.78,7,1.0,7,69.78,62.78,62.78
566060,9/8/2021 15:27,,Pet Grooming Brush,Grooming,,,,,,,1,5,20.78,5,1.0,5,20.78,15.78,15.78
566060,9/8/2021 15:27,,Pet Hair Remover,Grooming,,,,,,,1,5,18.78,5,1.0,5,18.78,13.78,13.78
566060,,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,1,2.5,7.28,2.5,1.0,2.5,7.28,4.78,4.78
566060,9/8/2021 15:27,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,114.76,20,1.0,20,114.76,94.76,94.76
566061,,13267,NexGard Chew for Dogs,Food,san ramon,CA,94583-6002,West,37.7799,-121.978,1,7,17.7,7,1.0,7,17.7,10.7,10.7
566061,9/8/2021 15:36,13267,ProBiotic Supplements for Dogs,Supplements,san ramon,CA,94583-6002,West,37.7799,-121.978,1,7,12.5,7,1.0,7,12.5,5.5,5.5
566073,9/8/2021 19:58,14562,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,northbrook,IL,60062,Central,42.1297,-87.8305,1,5,17.5,5,1.0,5,17.5,12.5,12.5
566073,9/8/2021 19:58,14562,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,northbrook,IL,60062,Central,42.1297,-87.8305,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566073,9/8/2021 19:58,14562,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,northbrook,IL,60062,Central,42.1297,-87.8305,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566075,9/9/2021 9:03,16173,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,boulder city,NV,89006-1588,West,35.9786,-114.8325,1,10,11.7,10,1.0,10,11.7,1.7,1.7
,9/9/2021 9:52,17593,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,irving,TX,75038-6438,Central,32.814,-96.9489,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
566081,9/9/2021 10:09,16293,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,brooklyn,NY,11235-4404,East,40.6922,-73.9902,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566081,9/9/2021 10:09,16293,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,brooklyn,NY,11235-4404,East,40.6922,-73.9902,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566085,9/9/2021 10:12,17841,Pet Grooming Brush,Grooming,great falls,VA,22066-1101,East,38.9982,-77.2883,1,5,5.9,5,1.0,5,5.9,0.9,0.9
566087,9/9/2021 10:24,13319,Pet Odor Eliminator,Cleanig Supplies,stockton,CA,95210-1863,West,37.9577,-121.2908,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
566087,9/9/2021 10:24,13319,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,stockton,CA,95210-1863,West,37.9577,-121.2908,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
566087,9/9/2021 10:24,13319,Rechargeable Pet Nail Grinder,Grooming,stockton,CA,95210-1863,West,37.9577,-121.2908,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566092,9/9/2021 10:42,13823,NexGard Chew for Dogs,Food,key west,FL,33040-6639,East,24.5626,-81.7724,2,7,10.5,11.9,0.8,11.2,21.0,9.1,9.8
566092,9/9/2021 10:42,13823,Pet Odor Eliminator,Cleanig Supplies,key west,FL,33040-6639,East,24.5626,-81.7724,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
566094,,17965,Sheba Perfect Portions Pat Wet Cat Food,Food,battle ground,WA,98604-6439,West,45.7814,-122.5337,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
566123,9/9/2021 11:15,15039,Pet Grooming Brush,Grooming,lynnfield,MA,1940,East,42.539,-71.0481,4,5,5.9,15.5,0.6,12.0,23.6,8.1,11.6
566123,9/9/2021 11:15,15039,Sheba Perfect Portions Pat Wet Cat Food,Food,lynnfield,MA,1940,East,42.539,-71.0481,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
566123,9/9/2021 11:15,15039,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,lynnfield,MA,1940,East,42.539,-71.0481,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566164,9/9/2021 11:56,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,2,5,46.78,8.5,0.8,8.0,93.56,85.06,85.56
566164,9/9/2021 11:56,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,7,12,46.74,62.4,0.5,42.0,327.18,264.78,285.18
566164,9/9/2021 11:56,,ProBiotic Supplements for Dogs,Supplements,,,,,,,1,7,52.76,7,1.0,7,52.76,45.76,45.76
566164,9/9/2021 11:56,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,2,10,46.74,17.0,0.8,16.0,93.48,76.48,77.48
566164,9/9/2021 11:56,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,3,2.5,7.28,6.0,0.6,4.5,21.84,15.84,17.34
566164,9/9/2021 11:56,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,114.76,20,1.0,20,114.76,94.76,94.76
566171,9/9/2021 12:22,18118,Dog and Puppy Pads,Disposables,tacoma,WA,98422-3480,West,47.2496,-122.4399,1,5,11.7,5,1.0,5,11.7,6.7,6.7
566171,9/9/2021 12:22,,Pet Grooming Brush,Grooming,,,,,,,1,5,5.9,5,1.0,5,5.9,0.9,0.9
566173,9/9/2021 12:24,12787,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,eastvale,CA,92880,West,33.9767,-117.5598,1,5,17.5,5,1.0,5,17.5,12.5,12.5
566172,9/9/2021 12:24,17001,Earth Rated Dog Poop Bags,Disposables,mechanicsburg,PA,17050,East,40.2102,-77.0047,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
566172,9/9/2021 12:24,17001,Pet Hair Remover,Grooming,mechanicsburg,PA,17050,East,40.2102,-77.0047,4,5,6.48,15.5,0.6,12.0,25.92,10.42,13.92
566175,9/9/2021 12:36,18237,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,schofield,WI,54476-1331,Central,44.9097,-89.6046,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566190,9/9/2021 13:20,12748,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,copperopolis,CA,95228-9644,West,37.981,-120.6419,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566191,9/9/2021 13:26,14388,Pet Hair Remover,Grooming,new plymouth,ID,83655-5204,West,43.9699,-116.819,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566191,,14388,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,new plymouth,ID,83655-5204,West,43.9699,-116.819,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566193,9/9/2021 13:37,,Pet Grooming Brush,Grooming,,,,,,,4,5,5.9,15.5,0.6,12.0,23.6,8.1,11.6
566193,9/9/2021 13:37,14961,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,belmont,MA,02478-2278,East,42.3959,-71.1787,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566193,9/9/2021 13:37,14961,UltraSound Dog Barking Deterrent,Electronics,belmont,MA,02478-2278,East,42.3959,-71.1787,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566194,9/9/2021 13:42,14711,Dog and Puppy Pads,Disposables,indianapolis,IN,46227-2551,Central,39.7683,-86.1584,1,5,11.7,5,1.0,5,11.7,6.7,6.7
566194,9/9/2021 13:42,14711,Pet Grooming Brush,Grooming,indianapolis,IN,46227-2551,Central,39.7683,-86.1584,1,5,5.9,5,1.0,5,5.9,0.9,0.9
566194,9/9/2021 13:42,14711,Pet Odor Eliminator,Cleanig Supplies,indianapolis,IN,46227-2551,Central,39.7683,-86.1584,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
,9/9/2021 13:44,12433,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,phoenixville,PA,19460-6702,East,40.1304,-75.5149,2,5,17.5,8.5,0.8,8.0,35.0,26.5,27.0
566195,9/9/2021 13:44,12433,Sheba Perfect Portions Pat Wet Cat Food,Food,phoenixville,PA,19460-6702,East,40.1304,-75.5149,17,2.5,1.82,30.5,0.3,12.75,30.94,0.440000000000001,18.19
566195,9/9/2021 13:44,12433,UltraSound Dog Barking Deterrent,Electronics,phoenixville,PA,19460-6702,East,40.1304,-75.5149,3,5,5.5,12.0,0.6,9.0,16.5,4.5,7.5
566196,9/9/2021 13:47,14180,NexGard Chew for Dogs,Food,atlanta,GA,30318-1731,East,33.7491,-84.3902,1,7,17.7,7,1.0,7,17.7,10.7,10.7
566199,9/9/2021 14:12,14824,Earth Rated Dog Poop Bags,Disposables,wichita,KS,67212,Central,37.6922,-97.3375,5,4,7.48,15.2,0.5,10.0,37.4,22.2,27.4
566199,9/9/2021 14:12,14824,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,wichita,KS,67212,Central,37.6922,-97.3375,4,6,4.48,18.6,0.6,14.4,17.92,-0.679999999999996,3.52
566200,9/9/2021 14:14,16910,Dog and Puppy Pads,Disposables,brockport,PA,15823-1405,East,41.2598,-78.7267,1,5,11.7,5,1.0,5,11.7,6.7,6.7
566200,9/9/2021 14:14,16910,Sheba Perfect Portions Pat Wet Cat Food,Food,brockport,PA,15823-1405,East,41.2598,-78.7267,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
566202,9/9/2021 14:22,15652,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,charlotte,NC,28269-2196,East,35.2271,-80.8431,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566202,9/9/2021 14:22,15652,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,charlotte,NC,28269-2196,East,35.2271,-80.8431,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566203,9/9/2021 14:47,16362,Pet Hair Remover,Grooming,ithaca,NY,14850,East,42.4396,-76.4968,1,5,6.48,5,1.0,5,6.48,1.48,1.48
566204,9/9/2021 14:58,14628,Dog and Puppy Pads,Disposables,yorkville,IL,60560-9698,Central,41.6411,-88.4473,4,5,11.7,15.5,0.6,12.0,46.8,31.3,34.8
566213,9/9/2021 15:09,14895,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,athens,LA,71003-0001,Central,32.6504,-93.0257,3,9,8.7,21.6,0.6,16.2,26.1,4.5,9.9
,9/9/2021 15:51,17426,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,arlington,TX,76006-7447,Central,32.7356,-97.1071,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
566219,9/9/2021 15:51,17426,UltraSound Dog Barking Deterrent,Electronics,arlington,TX,76006-7447,Central,32.7356,-97.1071,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566221,9/9/2021 16:13,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
566221,9/9/2021 16:13,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,25.74,9,1.0,9,25.74,16.74,16.74
,,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,46.74,12,1.0,12,46.74,34.74,34.74
566221,9/9/2021 16:13,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,2,6,16.78,10.2,0.8,9.6,33.56,23.36,23.96
566221,9/9/2021 16:13,,Pet Grooming Brush,Grooming,,,,,,,1,5,20.78,5,1.0,5,20.78,15.78,15.78
566221,9/9/2021 16:13,,Pet Hair Remover,Grooming,,,,,,,1,5,18.78,5,1.0,5,18.78,13.78,13.78
566221,9/9/2021 16:13,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,34.74,5,1.0,5,34.74,29.74,29.74
566221,,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,1,2.5,7.28,2.5,1.0,2.5,7.28,4.78,4.78
566221,9/9/2021 16:13,,Templation Soft Cat Treats,Pet Food,,,,,,,1,6,18.78,6,1.0,6,18.78,12.78,12.78
566221,9/9/2021 16:13,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,44.74,5,1.0,5,44.74,39.74,39.74
566225,9/11/2021 10:35,16899,NexGard Chew for Dogs,Food,bensalem,PA,19020-1217,East,40.1046,-74.9513,1,7,17.7,7,1.0,7,17.7,10.7,10.7
566225,9/11/2021 10:35,16899,Pet Grooming Brush,Grooming,bensalem,PA,19020-1217,East,40.1046,-74.9513,1,5,5.9,5,1.0,5,5.9,0.9,0.9
566232,9/11/2021 10:58,15159,Canned Cat Food,Food,brandywine,MD,20613-5941,East,38.6968,-76.8477,4,9,8.34,27.9,0.6,21.6,33.36,5.46,11.76
566233,9/11/2021 11:04,12635,UltraSound Dog Barking Deterrent,Electronics,scottsdale,AZ,85260-5873,West,33.5091,-111.8992,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566234,9/11/2021 11:08,15035,Dog and Puppy Pads,Disposables,lexington,MA,02421-5621,East,42.4473,-71.2245,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
566235,,15636,Dog and Puppy Pads,Disposables,cary,NC,27518-8205,East,35.7883,-78.7812,3,5,11.7,12.0,0.6,9.0,35.1,23.1,26.1
566235,9/11/2021 11:17,15636,NexGard Chew for Dogs,Food,cary,NC,27518-8205,East,35.7883,-78.7812,1,7,17.7,7,1.0,7,17.7,10.7,10.7
